nik,nama,usia,jenis_kelamin,alamat,kota,pekerjaan,status_perkawinan
320144000797,Penduduk_797,32,Perempuan,Jl. Contoh No.797,Makassar,PNS,Cerai Hidup
320125000798,Penduduk_798,50,Perempuan,Jl. Contoh No.798,Jakarta,Petani,Cerai Hidup
320119000799,Penduduk_799,61,Perempuan,Jl. Contoh No.799,Jakarta,Guru,Cerai Hidup
320183000800,Penduduk_800,51,Perempuan,Jl. Contoh No.800,Jakarta,Pelajar,Cerai Hidup
320147000801,Penduduk_801,19,Perempuan,Jl. Contoh No.801,Makassar,Wiraswasta,Cerai Hidup
320141000802,Penduduk_802,21,Laki-laki,Jl. Contoh No.802,Surabaya,Guru,Cerai Hidup
320105000803,Penduduk_803,5,Laki-laki,Jl. Contoh No.803,Surabaya,Guru,Cerai Mati
320109000804,Penduduk_804,82,Perempuan,Jl. Contoh No.804,Yogyakarta,Wiraswasta,Cerai Hidup
320142000805,Penduduk_805,42,Laki-laki,Jl. Contoh No.805,Yogyakarta,Petani,Belum Kawin
320185000806,Penduduk_806,61,Perempuan,Jl. Contoh No.806,Jakarta,PNS,Cerai Hidup
320141000807,Penduduk_807,22,Laki-laki,Jl. Contoh No.807,Yogyakarta,Pelajar,Cerai Hidup
320164000808,Penduduk_808,21,Perempuan,Jl. Contoh No.808,Makassar,PNS,Cerai Mati
320161000809,Penduduk_809,70,Perempuan,Jl. Contoh No.809,Surabaya,Mahasiswa,Cerai Mati
320177000810,Penduduk_810,1,Laki-laki,Jl. Contoh No.810,Denpasar,PNS,Cerai Hidup
320107000811,Penduduk_811,5,Laki-laki,Jl. Contoh No.811,Surabaya,Pengangguran,Cerai Mati
320144000812,Penduduk_812,12,Perempuan,Jl. Contoh No.812,Surabaya,Wiraswasta,Kawin
320132000813,Penduduk_813,46,Perempuan,Jl. Contoh No.813,Makassar,Pelajar,Cerai Mati
320152000814,Penduduk_814,34,Laki-laki,Jl. Contoh No.814,Yogyakarta,PNS,Cerai Mati
320199000815,Penduduk_815,49,Laki-laki,Jl. Contoh No.815,Denpasar,Pelajar,Cerai Mati
320171000816,Penduduk_816,78,Perempuan,Jl. Contoh No.816,Makassar,Pelajar,Cerai Mati
320112000817,Penduduk_817,45,Laki-laki,Jl. Contoh No.817,Jakarta,Mahasiswa,Belum Kawin
320195000818,Penduduk_818,27,Perempuan,Jl. Contoh No.818,Medan,Mahasiswa,Belum Kawin
320111000819,Penduduk_819,73,Perempuan,Jl. Contoh No.819,Surabaya,Wiraswasta,Belum Kawin
320153000820,Penduduk_820,26,Perempuan,Jl. Contoh No.820,Medan,Petani,Cerai Hidup
320102000821,Penduduk_821,47,Perempuan,Jl. Contoh No.821,Makassar,Pengangguran,Cerai Hidup
320183000822,Penduduk_822,86,Laki-laki,Jl. Contoh No.822,Makassar,Guru,Kawin
320156000823,Penduduk_823,56,Laki-laki,Jl. Contoh No.823,Makassar,Pelajar,Belum Kawin
320149000824,Penduduk_824,63,Laki-laki,Jl. Contoh No.824,Medan,Petani,Cerai Hidup
320115000825,Penduduk_825,48,Laki-laki,Jl. Contoh No.825,Makassar,Guru,Cerai Mati
320193000826,Penduduk_826,61,Laki-laki,Jl. Contoh No.826,Jakarta,Guru,Cerai Mati
320183000827,Penduduk_827,81,Laki-laki,Jl. Contoh No.827,Makassar,Pengangguran,Belum Kawin
320192000828,Penduduk_828,26,Laki-laki,Jl. Contoh No.828,Bandung,Wiraswasta,Kawin
320111000829,Penduduk_829,36,Perempuan,Jl. Contoh No.829,Yogyakarta,Guru,Kawin
320114000830,Penduduk_830,1,Laki-laki,Jl. Contoh No.830,Medan,Pengangguran,Cerai Mati
320118000831,Penduduk_831,8,Laki-laki,Jl. Contoh No.831,Bandung,Guru,Kawin
320184000832,Penduduk_832,52,Perempuan,Jl. Contoh No.832,Makassar,Pelajar,Belum Kawin
320190000833,Penduduk_833,79,Laki-laki,Jl. Contoh No.833,Jakarta,Pelajar,Cerai Mati
320137000834,Penduduk_834,47,Laki-laki,Jl. Contoh No.834,Surabaya,Dokter,Cerai Hidup
320156000835,Penduduk_835,56,Perempuan,Jl. Contoh No.835,Denpasar,Petani,Cerai Hidup
320125000836,Penduduk_836,86,Laki-laki,Jl. Contoh No.836,Yogyakarta,PNS,Kawin
320144000837,Penduduk_837,14,Laki-laki,Jl. Contoh No.837,Denpasar,Pengangguran,Cerai Mati
320167000838,Penduduk_838,28,Laki-laki,Jl. Contoh No.838,Makassar,Mahasiswa,Cerai Mati
320199000839,Penduduk_839,87,Perempuan,Jl. Contoh No.839,Yogyakarta,Pengangguran,Cerai Hidup
320173000840,Penduduk_840,78,Laki-laki,Jl. Contoh No.840,Yogyakarta,PNS,Cerai Mati
320129000841,Penduduk_841,88,Laki-laki,Jl. Contoh No.841,Jakarta,Petani,Cerai Mati
320181000842,Penduduk_842,2,Perempuan,Jl. Contoh No.842,Yogyakarta,Mahasiswa,Cerai Mati
320120000843,Penduduk_843,26,Laki-laki,Jl. Contoh No.843,Medan,PNS,Kawin
320168000844,Penduduk_844,14,Perempuan,Jl. Contoh No.844,Bandung,Dokter,Cerai Mati
320198000845,Penduduk_845,59,Perempuan,Jl. Contoh No.845,Bandung,Mahasiswa,Belum Kawin
320145000846,Penduduk_846,56,Laki-laki,Jl. Contoh No.846,Bandung,Pelajar,Kawin
320123000847,Penduduk_847,7,Perempuan,Jl. Contoh No.847,Medan,PNS,Cerai Mati
320152000848,Penduduk_848,3,Perempuan,Jl. Contoh No.848,Denpasar,Pengangguran,Cerai Mati
320186000849,Penduduk_849,23,Laki-laki,Jl. Contoh No.849,Jakarta,Mahasiswa,Belum Kawin
320189000850,Penduduk_850,18,Perempuan,Jl. Contoh No.850,Yogyakarta,Dokter,Kawin
320174000851,Penduduk_851,38,Perempuan,Jl. Contoh No.851,Medan,Pengangguran,Cerai Hidup
320171000852,Penduduk_852,15,Laki-laki,Jl. Contoh No.852,Bandung,Guru,Cerai Hidup
320175000853,Penduduk_853,64,Laki-laki,Jl. Contoh No.853,Makassar,Mahasiswa,Kawin
320153000854,Penduduk_854,89,Laki-laki,Jl. Contoh No.854,Surabaya,Mahasiswa,Cerai Mati
320198000855,Penduduk_855,28,Perempuan,Jl. Contoh No.855,Yogyakarta,Dokter,Cerai Mati
320149000856,Penduduk_856,74,Laki-laki,Jl. Contoh No.856,Medan,Guru,Cerai Hidup
320152000857,Penduduk_857,39,Perempuan,Jl. Contoh No.857,Medan,PNS,Cerai Hidup
320156000858,Penduduk_858,57,Perempuan,Jl. Contoh No.858,Jakarta,Wiraswasta,Cerai Hidup
320107000859,Penduduk_859,17,Perempuan,Jl. Contoh No.859,Jakarta,PNS,Belum Kawin
320187000860,Penduduk_860,86,Perempuan,Jl. Contoh No.860,Medan,Guru,Cerai Hidup
320183000861,Penduduk_861,44,Perempuan,Jl. Contoh No.861,Bandung,Petani,Belum Kawin
320163000862,Penduduk_862,25,Perempuan,Jl. Contoh No.862,Surabaya,Pengangguran,Kawin
320161000863,Penduduk_863,17,Perempuan,Jl. Contoh No.863,Yogyakarta,Dokter,Cerai Mati
320191000864,Penduduk_864,13,Laki-laki,Jl. Contoh No.864,Jakarta,PNS,Cerai Hidup
320114000865,Penduduk_865,84,Laki-laki,Jl. Contoh No.865,Yogyakarta,Mahasiswa,Cerai Mati
320143000866,Penduduk_866,25,Perempuan,Jl. Contoh No.866,Bandung,Dokter,Cerai Mati
320197000867,Penduduk_867,68,Perempuan,Jl. Contoh No.867,Yogyakarta,Pelajar,Cerai Hidup
320160000868,Penduduk_868,10,Laki-laki,Jl. Contoh No.868,Makassar,Guru,Cerai Hidup
320119000869,Penduduk_869,67,Perempuan,Jl. Contoh No.869,Jakarta,Pengangguran,Kawin
320144000870,Penduduk_870,18,Laki-laki,Jl. Contoh No.870,Bandung,PNS,Belum Kawin
320175000871,Penduduk_871,86,Laki-laki,Jl. Contoh No.871,Bandung,Dokter,Belum Kawin
320185000872,Penduduk_872,34,Laki-laki,Jl. Contoh No.872,Surabaya,Pengangguran,Cerai Mati
320175000873,Penduduk_873,8,Perempuan,Jl. Contoh No.873,Surabaya,PNS,Cerai Hidup
320187000874,Penduduk_874,40,Perempuan,Jl. Contoh No.874,Makassar,Dokter,Kawin
320109000875,Penduduk_875,83,Laki-laki,Jl. Contoh No.875,Bandung,Mahasiswa,Kawin
320172000876,Penduduk_876,42,Laki-laki,Jl. Contoh No.876,Denpasar,Pelajar,Kawin
320138000877,Penduduk_877,41,Laki-laki,Jl. Contoh No.877,Bandung,Pelajar,Kawin
320178000878,Penduduk_878,6,Laki-laki,Jl. Contoh No.878,Surabaya,Petani,Kawin
320142000879,Penduduk_879,52,Laki-laki,Jl. Contoh No.879,Denpasar,Dokter,Belum Kawin
320123000880,Penduduk_880,26,Perempuan,Jl. Contoh No.880,Jakarta,PNS,Belum Kawin
320187000881,Penduduk_881,64,Laki-laki,Jl. Contoh No.881,Jakarta,Pelajar,Belum Kawin
320150000882,Penduduk_882,59,Perempuan,Jl. Contoh No.882,Yogyakarta,Guru,Cerai Hidup
320118000883,Penduduk_883,56,Laki-laki,Jl. Contoh No.883,Medan,Pelajar,Cerai Mati
320146000884,Penduduk_884,59,Perempuan,Jl. Contoh No.884,Surabaya,Wiraswasta,Kawin
320102000885,Penduduk_885,70,Perempuan,Jl. Contoh No.885,Medan,Wiraswasta,Cerai Hidup
320140000886,Penduduk_886,33,Perempuan,Jl. Contoh No.886,Denpasar,Pelajar,Kawin
320112000887,Penduduk_887,53,Perempuan,Jl. Contoh No.887,Surabaya,Dokter,Belum Kawin
320162000888,Penduduk_888,22,Perempuan,Jl. Contoh No.888,Makassar,Petani,Cerai Hidup
320139000889,Penduduk_889,21,Perempuan,Jl. Contoh No.889,Bandung,Pelajar,Belum Kawin
320140000890,Penduduk_890,70,Laki-laki,Jl. Contoh No.890,Makassar,Mahasiswa,Kawin
320105000891,Penduduk_891,70,Perempuan,Jl. Contoh No.891,Denpasar,Pengangguran,Kawin
320122000892,Penduduk_892,4,Laki-laki,Jl. Contoh No.892,Surabaya,PNS,Cerai Mati
320105000893,Penduduk_893,75,Perempuan,Jl. Contoh No.893,Denpasar,Petani,Kawin
320182000894,Penduduk_894,62,Perempuan,Jl. Contoh No.894,Bandung,Mahasiswa,Belum Kawin
320101000895,Penduduk_895,62,Laki-laki,Jl. Contoh No.895,Jakarta,Petani,Kawin
320145000896,Penduduk_896,24,Perempuan,Jl. Contoh No.896,Jakarta,Mahasiswa,Cerai Mati
320114000897,Penduduk_897,55,Laki-laki,Jl. Contoh No.897,Denpasar,PNS,Cerai Mati
320192000898,Penduduk_898,9,Laki-laki,Jl. Contoh No.898,Medan,PNS,Belum Kawin
320166000899,Penduduk_899,3,Laki-laki,Jl. Contoh No.899,Surabaya,Wiraswasta,Cerai Hidup
320110000900,Penduduk_900,31,Laki-laki,Jl. Contoh No.900,Surabaya,Dokter,Kawin
320155000901,Penduduk_901,40,Perempuan,Jl. Contoh No.901,Jakarta,Mahasiswa,Cerai Mati
320189000902,Penduduk_902,36,Perempuan,Jl. Contoh No.902,Yogyakarta,Pengangguran,Kawin
320189000903,Penduduk_903,24,Laki-laki,Jl. Contoh No.903,Makassar,Wiraswasta,Kawin
320180000904,Penduduk_904,6,Perempuan,Jl. Contoh No.904,Yogyakarta,Mahasiswa,Cerai Hidup
320116000905,Penduduk_905,66,Perempuan,Jl. Contoh No.905,Bandung,Wiraswasta,Cerai Mati
320166000906,Penduduk_906,84,Laki-laki,Jl. Contoh No.906,Makassar,PNS,Kawin
320143000907,Penduduk_907,75,Perempuan,Jl. Contoh No.907,Makassar,Petani,Cerai Mati
320116000908,Penduduk_908,4,Laki-laki,Jl. Contoh No.908,Denpasar,Guru,Belum Kawin
320170000909,Penduduk_909,79,Laki-laki,Jl. Contoh No.909,Jakarta,Wiraswasta,Belum Kawin
320112000910,Penduduk_910,6,Perempuan,Jl. Contoh No.910,Yogyakarta,Mahasiswa,Kawin
320130000911,Penduduk_911,51,Perempuan,Jl. Contoh No.911,Yogyakarta,Mahasiswa,Cerai Mati
320177000912,Penduduk_912,62,Perempuan,Jl. Contoh No.912,Jakarta,Guru,Kawin
320191000913,Penduduk_913,57,Laki-laki,Jl. Contoh No.913,Yogyakarta,Dokter,Cerai Mati
320192000914,Penduduk_914,66,Laki-laki,Jl. Contoh No.914,Jakarta,Pengangguran,Cerai Mati
320150000915,Penduduk_915,79,Perempuan,Jl. Contoh No.915,Denpasar,PNS,Cerai Hidup
320149000916,Penduduk_916,75,Perempuan,Jl. Contoh No.916,Medan,Mahasiswa,Cerai Hidup
320149000917,Penduduk_917,8,Perempuan,Jl. Contoh No.917,Makassar,Pelajar,Cerai Hidup
320134000918,Penduduk_918,26,Perempuan,Jl. Contoh No.918,Denpasar,Petani,Kawin
320103000919,Penduduk_919,51,Laki-laki,Jl. Contoh No.919,Surabaya,Wiraswasta,Cerai Hidup
320190000920,Penduduk_920,45,Perempuan,Jl. Contoh No.920,Bandung,Dokter,Cerai Hidup
320196000921,Penduduk_921,44,Laki-laki,Jl. Contoh No.921,Medan,Pengangguran,Belum Kawin
320112000922,Penduduk_922,5,Laki-laki,Jl. Contoh No.922,Surabaya,Guru,Cerai Mati
320111000923,Penduduk_923,70,Perempuan,Jl. Contoh No.923,Makassar,Petani,Cerai Mati
320195000924,Penduduk_924,26,Perempuan,Jl. Contoh No.924,Yogyakarta,PNS,Cerai Hidup
320108000925,Penduduk_925,68,Perempuan,Jl. Contoh No.925,Jakarta,Dokter,Cerai Mati
320123000926,Penduduk_926,19,Laki-laki,Jl. Contoh No.926,Makassar,Pengangguran,Belum Kawin
320168000927,Penduduk_927,84,Perempuan,Jl. Contoh No.927,Denpasar,Wiraswasta,Belum Kawin
320147000928,Penduduk_928,20,Perempuan,Jl. Contoh No.928,Bandung,Wiraswasta,Cerai Hidup
320140000929,Penduduk_929,12,Laki-laki,Jl. Contoh No.929,Denpasar,Guru,Belum Kawin
320111000930,Penduduk_930,47,Perempuan,Jl. Contoh No.930,Medan,Pelajar,Cerai Mati
320110000931,Penduduk_931,1,Laki-laki,Jl. Contoh No.931,Medan,Guru,Kawin
320158000932,Penduduk_932,14,Perempuan,Jl. Contoh No.932,Bandung,PNS,Cerai Mati
320109000933,Penduduk_933,64,Laki-laki,Jl. Contoh No.933,Surabaya,Dokter,Kawin
320171000934,Penduduk_934,38,Perempuan,Jl. Contoh No.934,Surabaya,Dokter,Cerai Hidup
320135000935,Penduduk_935,37,Perempuan,Jl. Contoh No.935,Medan,Mahasiswa,Kawin
320142000936,Penduduk_936,11,Laki-laki,Jl. Contoh No.936,Medan,Pelajar,Belum Kawin
320145000937,Penduduk_937,77,Laki-laki,Jl. Contoh No.937,Yogyakarta,Pelajar,Cerai Mati
320101000938,Penduduk_938,3,Perempuan,Jl. Contoh No.938,Jakarta,Dokter,Kawin
320115000939,Penduduk_939,33,Laki-laki,Jl. Contoh No.939,Yogyakarta,Dokter,Cerai Mati
320141000940,Penduduk_940,6,Laki-laki,Jl. Contoh No.940,Yogyakarta,Petani,Cerai Hidup
320155000941,Penduduk_941,50,Laki-laki,Jl. Contoh No.941,Surabaya,Pengangguran,Cerai Hidup
320101000942,Penduduk_942,10,Laki-laki,Jl. Contoh No.942,Bandung,Petani,Belum Kawin
320145000943,Penduduk_943,5,Perempuan,Jl. Contoh No.943,Surabaya,Petani,Cerai Hidup
320136000944,Penduduk_944,23,Perempuan,Jl. Contoh No.944,Jakarta,Pelajar,Kawin
320151000945,Penduduk_945,10,Laki-laki,Jl. Contoh No.945,Denpasar,Mahasiswa,Cerai Hidup
320185000946,Penduduk_946,44,Laki-laki,Jl. Contoh No.946,Medan,Wiraswasta,Belum Kawin
320137000947,Penduduk_947,2,Laki-laki,Jl. Contoh No.947,Medan,Petani,Cerai Mati
320112000948,Penduduk_948,13,Laki-laki,Jl. Contoh No.948,Jakarta,Mahasiswa,Cerai Mati
320166000949,Penduduk_949,40,Perempuan,Jl. Contoh No.949,Yogyakarta,Guru,Cerai Hidup
320108000950,Penduduk_950,2,Perempuan,Jl. Contoh No.950,Bandung,PNS,Kawin
320164000951,Penduduk_951,84,Laki-laki,Jl. Contoh No.951,Medan,Petani,Belum Kawin
320183000952,Penduduk_952,65,Laki-laki,Jl. Contoh No.952,Makassar,Guru,Kawin
320129000953,Penduduk_953,63,Laki-laki,Jl. Contoh No.953,Yogyakarta,Wiraswasta,Belum Kawin
320106000954,Penduduk_954,73,Perempuan,Jl. Contoh No.954,Medan,PNS,Cerai Hidup
320132000955,Penduduk_955,17,Laki-laki,Jl. Contoh No.955,Makassar,PNS,Belum Kawin
320181000956,Penduduk_956,9,Perempuan,Jl. Contoh No.956,Jakarta,Wiraswasta,Belum Kawin
320161000957,Penduduk_957,75,Laki-laki,Jl. Contoh No.957,Jakarta,Petani,Cerai Hidup
320134000958,Penduduk_958,15,Perempuan,Jl. Contoh No.958,Yogyakarta,Pelajar,Kawin
320196000959,Penduduk_959,24,Laki-laki,Jl. Contoh No.959,Medan,Wiraswasta,Cerai Hidup
320108000960,Penduduk_960,38,Perempuan,Jl. Contoh No.960,Surabaya,Wiraswasta,Belum Kawin
320118000961,Penduduk_961,35,Laki-laki,Jl. Contoh No.961,Makassar,Wiraswasta,Cerai Hidup
320145000962,Penduduk_962,49,Laki-laki,Jl. Contoh No.962,Bandung,PNS,Belum Kawin
320125000963,Penduduk_963,69,Laki-laki,Jl. Contoh No.963,Medan,Pengangguran,Cerai Hidup
320127000964,Penduduk_964,62,Perempuan,Jl. Contoh No.964,Bandung,Mahasiswa,Cerai Mati
320114000965,Penduduk_965,60,Laki-laki,Jl. Contoh No.965,Medan,Guru,Cerai Mati
320178000966,Penduduk_966,50,Perempuan,Jl. Contoh No.966,Surabaya,Pelajar,Cerai Hidup
320126000967,Penduduk_967,78,Perempuan,Jl. Contoh No.967,Surabaya,Petani,Kawin
320198000968,Penduduk_968,75,Laki-laki,Jl. Contoh No.968,Yogyakarta,Petani,Belum Kawin
320182000969,Penduduk_969,9,Laki-laki,Jl. Contoh No.969,Yogyakarta,Guru,Cerai Mati
320190000970,Penduduk_970,34,Laki-laki,Jl. Contoh No.970,Surabaya,Mahasiswa,Kawin
320192000971,Penduduk_971,76,Perempuan,Jl. Contoh No.971,Denpasar,Wiraswasta,Belum Kawin
320159000972,Penduduk_972,35,Laki-laki,Jl. Contoh No.972,Surabaya,Pengangguran,Cerai Mati
320182000973,Penduduk_973,1,Perempuan,Jl. Contoh No.973,Jakarta,Pelajar,Cerai Mati
320190000974,Penduduk_974,40,Perempuan,Jl. Contoh No.974,Jakarta,Petani,Cerai Hidup
320188000975,Penduduk_975,64,Laki-laki,Jl. Contoh No.975,Denpasar,Guru,Belum Kawin
320127000976,Penduduk_976,22,Laki-laki,Jl. Contoh No.976,Makassar,Dokter,Kawin
320191000977,Penduduk_977,60,Laki-laki,Jl. Contoh No.977,Bandung,Pengangguran,Kawin
320105000978,Penduduk_978,64,Laki-laki,Jl. Contoh No.978,Medan,Guru,Kawin
320143000979,Penduduk_979,72,Laki-laki,Jl. Contoh No.979,Medan,Pengangguran,Belum Kawin
320111000980,Penduduk_980,11,Laki-laki,Jl. Contoh No.980,Denpasar,Petani,Kawin
320177000981,Penduduk_981,14,Perempuan,Jl. Contoh No.981,Jakarta,Wiraswasta,Kawin
320161000982,Penduduk_982,60,Perempuan,Jl. Contoh No.982,Yogyakarta,Dokter,Kawin
320122000983,Penduduk_983,30,Perempuan,Jl. Contoh No.983,Medan,Mahasiswa,Cerai Hidup
320121000984,Penduduk_984,35,Laki-laki,Jl. Contoh No.984,Jakarta,Pelajar,Cerai Hidup
320166000985,Penduduk_985,85,Perempuan,Jl. Contoh No.985,Makassar,Mahasiswa,Belum Kawin
320160000986,Penduduk_986,37,Perempuan,Jl. Contoh No.986,Bandung,Mahasiswa,Belum Kawin
320102000987,Penduduk_987,5,Perempuan,Jl. Contoh No.987,Makassar,Guru,Kawin
320123000988,Penduduk_988,83,Perempuan,Jl. Contoh No.988,Denpasar,Pengangguran,Cerai Hidup
320138000989,Penduduk_989,78,Perempuan,Jl. Contoh No.989,Surabaya,Pelajar,Cerai Mati
320144000990,Penduduk_990,26,Laki-laki,Jl. Contoh No.990,Surabaya,Pelajar,Cerai Mati
320133000991,Penduduk_991,62,Laki-laki,Jl. Contoh No.991,Surabaya,Petani,Kawin
320125000992,Penduduk_992,4,Perempuan,Jl. Contoh No.992,Makassar,Petani,Kawin
320106000993,Penduduk_993,89,Perempuan,Jl. Contoh No.993,Medan,Pelajar,Cerai Hidup
320120000994,Penduduk_994,42,Perempuan,Jl. Contoh No.994,Bandung,Dokter,Cerai Hidup
320142000995,Penduduk_995,89,Laki-laki,Jl. Contoh No.995,Surabaya,PNS,Cerai Hidup
320158000996,Penduduk_996,18,Laki-laki,Jl. Contoh No.996,Denpasar,Petani,Belum Kawin
320155000997,Penduduk_997,40,Perempuan,Jl. Contoh No.997,Denpasar,PNS,Belum Kawin
320157000998,Penduduk_998,72,Laki-laki,Jl. Contoh No.998,Surabaya,Guru,Kawin
320179000999,Penduduk_999,39,Laki-laki,Jl. Contoh No.999,Surabaya,Dokter,Belum Kawin
320194001000,Penduduk_1000,14,Perempuan,Jl. Contoh No.1000,Bandung,Pelajar,Cerai Hidup
320172001001,Penduduk_1001,32,Laki-laki,Jl. Contoh No.1001,Surabaya,Dokter,Cerai Hidup
320105001002,Penduduk_1002,51,Laki-laki,Jl. Contoh No.1002,Bandung,Petani,Belum Kawin
320161001003,Penduduk_1003,38,Perempuan,Jl. Contoh No.1003,Denpasar,Mahasiswa,Cerai Mati
320125001004,Penduduk_1004,23,Laki-laki,Jl. Contoh No.1004,Surabaya,Guru,Kawin
320116001005,Penduduk_1005,63,Laki-laki,Jl. Contoh No.1005,Makassar,Pelajar,Cerai Mati
320169001006,Penduduk_1006,15,Perempuan,Jl. Contoh No.1006,Yogyakarta,Wiraswasta,Kawin
320126001007,Penduduk_1007,25,Laki-laki,Jl. Contoh No.1007,Makassar,Guru,Cerai Mati
320127001008,Penduduk_1008,17,Laki-laki,Jl. Contoh No.1008,Denpasar,Pengangguran,Belum Kawin
320186001009,Penduduk_1009,66,Perempuan,Jl. Contoh No.1009,Bandung,PNS,Kawin
320143001010,Penduduk_1010,78,Perempuan,Jl. Contoh No.1010,Makassar,Dokter,Kawin
320102001011,Penduduk_1011,53,Perempuan,Jl. Contoh No.1011,Bandung,Pelajar,Kawin
320164001012,Penduduk_1012,51,Laki-laki,Jl. Contoh No.1012,Makassar,Guru,Cerai Hidup
320176001013,Penduduk_1013,39,Perempuan,Jl. Contoh No.1013,Makassar,Dokter,Cerai Hidup
320171001014,Penduduk_1014,51,Laki-laki,Jl. Contoh No.1014,Bandung,Pelajar,Cerai Mati
320117001015,Penduduk_1015,70,Perempuan,Jl. Contoh No.1015,Medan,Petani,Belum Kawin
320169001016,Penduduk_1016,6,Laki-laki,Jl. Contoh No.1016,Makassar,Guru,Cerai Hidup
320148001017,Penduduk_1017,67,Perempuan,Jl. Contoh No.1017,Surabaya,Petani,Kawin
320155001018,Penduduk_1018,7,Perempuan,Jl. Contoh No.1018,Yogyakarta,Guru,Cerai Hidup
320108001019,Penduduk_1019,51,Perempuan,Jl. Contoh No.1019,Denpasar,Petani,Belum Kawin
320181001020,Penduduk_1020,72,Perempuan,Jl. Contoh No.1020,Medan,Pengangguran,Cerai Hidup
320153001021,Penduduk_1021,42,Laki-laki,Jl. Contoh No.1021,Bandung,Dokter,Kawin
320126001022,Penduduk_1022,64,Perempuan,Jl. Contoh No.1022,Medan,Wiraswasta,Cerai Mati
320174001023,Penduduk_1023,15,Perempuan,Jl. Contoh No.1023,Jakarta,Guru,Kawin
320117001024,Penduduk_1024,29,Laki-laki,Jl. Contoh No.1024,Jakarta,Pengangguran,Belum Kawin
320175001025,Penduduk_1025,33,Perempuan,Jl. Contoh No.1025,Makassar,Guru,Cerai Mati
320141001026,Penduduk_1026,27,Laki-laki,Jl. Contoh No.1026,Makassar,Petani,Cerai Hidup
320188001027,Penduduk_1027,36,Perempuan,Jl. Contoh No.1027,Surabaya,Pelajar,Cerai Hidup
320145001028,Penduduk_1028,29,Perempuan,Jl. Contoh No.1028,Yogyakarta,Guru,Cerai Hidup
320115001029,Penduduk_1029,38,Perempuan,Jl. Contoh No.1029,Denpasar,Pengangguran,Cerai Mati
320155001030,Penduduk_1030,57,Laki-laki,Jl. Contoh No.1030,Medan,Petani,Kawin
320132001031,Penduduk_1031,27,Perempuan,Jl. Contoh No.1031,Jakarta,Mahasiswa,Cerai Mati
320191001032,Penduduk_1032,55,Perempuan,Jl. Contoh No.1032,Makassar,Petani,Cerai Mati
320135001033,Penduduk_1033,33,Perempuan,Jl. Contoh No.1033,Denpasar,Dokter,Belum Kawin
320198001034,Penduduk_1034,68,Laki-laki,Jl. Contoh No.1034,Medan,Wiraswasta,Cerai Mati
320110001035,Penduduk_1035,86,Laki-laki,Jl. Contoh No.1035,Makassar,Mahasiswa,Cerai Hidup
320120001036,Penduduk_1036,66,Perempuan,Jl. Contoh No.1036,Makassar,Dokter,Kawin
320166001037,Penduduk_1037,10,Laki-laki,Jl. Contoh No.1037,Jakarta,Dokter,Kawin
320198001038,Penduduk_1038,5,Perempuan,Jl. Contoh No.1038,Jakarta,Dokter,Kawin
320117001039,Penduduk_1039,74,Perempuan,Jl. Contoh No.1039,Makassar,Pelajar,Cerai Hidup
320152001040,Penduduk_1040,38,Perempuan,Jl. Contoh No.1040,Bandung,Dokter,Cerai Hidup
320196001041,Penduduk_1041,13,Perempuan,Jl. Contoh No.1041,Makassar,Pelajar,Cerai Hidup
320143001042,Penduduk_1042,31,Perempuan,Jl. Contoh No.1042,Denpasar,Dokter,Cerai Hidup
320182001043,Penduduk_1043,47,Perempuan,Jl. Contoh No.1043,Makassar,PNS,Cerai Hidup
320166001044,Penduduk_1044,88,Perempuan,Jl. Contoh No.1044,Surabaya,Pengangguran,Cerai Mati
320103001045,Penduduk_1045,52,Laki-laki,Jl. Contoh No.1045,Yogyakarta,Mahasiswa,Cerai Hidup
320199001046,Penduduk_1046,56,Laki-laki,Jl. Contoh No.1046,Surabaya,PNS,Cerai Hidup
320195001047,Penduduk_1047,15,Laki-laki,Jl. Contoh No.1047,Surabaya,Dokter,Cerai Hidup
320175001048,Penduduk_1048,29,Laki-laki,Jl. Contoh No.1048,Bandung,Mahasiswa,Cerai Hidup
320174001049,Penduduk_1049,8,Laki-laki,Jl. Contoh No.1049,Bandung,Mahasiswa,Kawin
320177001050,Penduduk_1050,5,Laki-laki,Jl. Contoh No.1050,Makassar,Guru,Cerai Hidup
320192001051,Penduduk_1051,29,Laki-laki,Jl. Contoh No.1051,Surabaya,Wiraswasta,Cerai Mati
320168001052,Penduduk_1052,47,Perempuan,Jl. Contoh No.1052,Bandung,PNS,Cerai Mati
320184001053,Penduduk_1053,68,Perempuan,Jl. Contoh No.1053,Jakarta,Wiraswasta,Cerai Mati
320177001054,Penduduk_1054,76,Perempuan,Jl. Contoh No.1054,Makassar,Mahasiswa,Belum Kawin
320121001055,Penduduk_1055,45,Perempuan,Jl. Contoh No.1055,Denpasar,Pelajar,Kawin
320152001056,Penduduk_1056,2,Laki-laki,Jl. Contoh No.1056,Yogyakarta,Mahasiswa,Cerai Hidup
320170001057,Penduduk_1057,27,Laki-laki,Jl. Contoh No.1057,Medan,Wiraswasta,Belum Kawin
320189001058,Penduduk_1058,36,Perempuan,Jl. Contoh No.1058,Makassar,PNS,Cerai Hidup
320145001059,Penduduk_1059,36,Perempuan,Jl. Contoh No.1059,Medan,Dokter,Belum Kawin
320126001060,Penduduk_1060,26,Laki-laki,Jl. Contoh No.1060,Surabaya,Guru,Belum Kawin
